ID,Prob1
21871, 0.21
21872, 0.24
21873, 0.23
21874, 0.28
21875, 0.17
21876, 0.23
21877, 0.26
21878, 0.23
21879, 0.32
21880, 0.49
21881, 0.18
21882, 0.44
21883, 0.72
21884, 0.30
21885, 0.38
21886, 0.18
21887, 0.41
21888, 0.22
21889, 0.44
21890, 0.23
21891, 0.21
21892, 0.25
21893, 0.58
21894, 0.40
21895, 0.24
21896, 0.31
21897, 0.20
21898, 0.22
21899, 0.33
21900, 0.23
21901, 0.25
21902, 0.47
21903, 0.25
21904, 0.17
21905, 0.41
21906, 0.23
21907, 0.25
21908, 0.45
21909, 0.41
21910, 0.19
21911, 0.35
21912, 0.31
21913, 0.28
21914, 0.18
21915, 0.17
21916, 0.72
21917, 0.27
21918, 0.19
21919, 0.67
21920, 0.58
21921, 0.23
21922, 0.33
21923, 0.36
21924, 0.17
21925, 0.35
21926, 0.47
21927, 0.26
21928, 0.29
21929, 0.19
21930, 0.22
21931, 0.25
21932, 0.23
21933, 0.40
21934, 0.27
21935, 0.46
21936, 0.29
21937, 0.35
21938, 0.33
21939, 0.22
21940, 0.44
21941, 0.35
21942, 0.21
21943, 0.25
21944, 0.22
21945, 0.63
21946, 0.25
21947, 0.43
21948, 0.34
21949, 0.39
21950, 0.23
21951, 0.21
21952, 0.18
21953, 0.30
21954, 0.41
21955, 0.38
21956, 0.18
21957, 0.30
21958, 0.70
21959, 0.32
21960, 0.32
21961, 0.30
21962, 0.38
21963, 0.36
21964, 0.30
21965, 0.22
21966, 0.70
21967, 0.68
21968, 0.35
21969, 0.36
21970, 0.21
21971, 0.19
21972, 0.20
21973, 0.64
21974, 0.20
21975, 0.34
21976, 0.41
21977, 0.55
21978, 0.44
21979, 0.32
21980, 0.56
21981, 0.44
21982, 0.31
21983, 0.26
21984, 0.37
21985, 0.52
21986, 0.22
21987, 0.36
21988, 0.43
21989, 0.36
21990, 0.21
21991, 0.39
21992, 0.22
21993, 0.47
21994, 0.25
21995, 0.34
21996, 0.21
21997, 0.26
21998, 0.67
21999, 0.23
22000, 0.24
22001, 0.31
22002, 0.43
22003, 0.33
22004, 0.34
22005, 0.37
22006, 0.28
22007, 0.32
22008, 0.21
22009, 0.31
22010, 0.30
22011, 0.36
22012, 0.22
22013, 0.45
22014, 0.26
22015, 0.22
22016, 0.19
22017, 0.32
22018, 0.26
22019, 0.34
22020, 0.18
22021, 0.25
22022, 0.33
22023, 0.56
22024, 0.35
22025, 0.53
22026, 0.67
22027, 0.23
22028, 0.18
22029, 0.29
22030, 0.38
22031, 0.19
22032, 0.32
22033, 0.29
22034, 0.24
22035, 0.28
22036, 0.44
22037, 0.38
22038, 0.24
22039, 0.21
22040, 0.40
22041, 0.28
22042, 0.25
22043, 0.26
22044, 0.48
22045, 0.27
22046, 0.21
22047, 0.35
22048, 0.34
22049, 0.61
22050, 0.45
22051, 0.55
22052, 0.31
22053, 0.33
22054, 0.32
22055, 0.31
22056, 0.35
22057, 0.44
22058, 0.32
22059, 0.25
22060, 0.23
22061, 0.27
22062, 0.57
22063, 0.38
22064, 0.25
22065, 0.37
22066, 0.23
22067, 0.30
22068, 0.27
22069, 0.19
22070, 0.33
22071, 0.33
22072, 0.31
22073, 0.42
22074, 0.52
22075, 0.22
22076, 0.28
22077, 0.31
22078, 0.31
22079, 0.24
22080, 0.23
22081, 0.19
22082, 0.20
22083, 0.43
22084, 0.32
22085, 0.23
22086, 0.36
22087, 0.27
22088, 0.28
22089, 0.23
22090, 0.23
22091, 0.34
22092, 0.32
22093, 0.29
22094, 0.32
22095, 0.44
22096, 0.24
22097, 0.28
22098, 0.23
22099, 0.32
22100, 0.37
22101, 0.21
22102, 0.28
22103, 0.23
22104, 0.34
22105, 0.19
22106, 0.23
22107, 0.50
22108, 0.25
22109, 0.34
22110, 0.21
22111, 0.22
22112, 0.25
22113, 0.51
22114, 0.25
22115, 0.42
22116, 0.27
22117, 0.22
22118, 0.21
22119, 0.20
22120, 0.53
22121, 0.64
22122, 0.24
22123, 0.27
22124, 0.30
22125, 0.21
22126, 0.27
22127, 0.32
22128, 0.64
22129, 0.34
22130, 0.29
22131, 0.31
22132, 0.39
22133, 0.28
22134, 0.71
22135, 0.18
22136, 0.30
22137, 0.16
22138, 0.55
22139, 0.31
22140, 0.51
22141, 0.29
22142, 0.20
22143, 0.34
22144, 0.17
22145, 0.21
22146, 0.28
22147, 0.45
22148, 0.21
22149, 0.21
22150, 0.36
22151, 0.76
22152, 0.41
22153, 0.44
22154, 0.32
22155, 0.33
22156, 0.48
22157, 0.55
22158, 0.28
22159, 0.17
22160, 0.41
22161, 0.37
22162, 0.32
22163, 0.45
22164, 0.30
22165, 0.19
22166, 0.24
22167, 0.28
22168, 0.24
22169, 0.27
22170, 0.31
22171, 0.20
22172, 0.53
22173, 0.34
22174, 0.53
22175, 0.23
22176, 0.32
22177, 0.32
22178, 0.29
22179, 0.46
22180, 0.45
22181, 0.30
22182, 0.70
22183, 0.75
22184, 0.45
22185, 0.38
22186, 0.46
22187, 0.37
22188, 0.23
22189, 0.23
22190, 0.59
22191, 0.18
22192, 0.27
22193, 0.24
22194, 0.37
22195, 0.33
22196, 0.29
22197, 0.21
22198, 0.70
22199, 0.15
22200, 0.33
22201, 0.25
22202, 0.40
22203, 0.45
22204, 0.22
22205, 0.25
22206, 0.74
22207, 0.22
22208, 0.29
22209, 0.19
22210, 0.25
22211, 0.59
22212, 0.16
22213, 0.27
22214, 0.26
22215, 0.25
22216, 0.47
22217, 0.35
22218, 0.72
22219, 0.22
22220, 0.47
22221, 0.29
22222, 0.25
22223, 0.39
22224, 0.39
22225, 0.33
22226, 0.75
22227, 0.34
22228, 0.29
22229, 0.29
22230, 0.33
22231, 0.38
22232, 0.26
22233, 0.31
22234, 0.30
22235, 0.25
22236, 0.53
22237, 0.63
22238, 0.71
22239, 0.38
22240, 0.23
22241, 0.27
22242, 0.24
22243, 0.37
22244, 0.26
22245, 0.68
22246, 0.22
22247, 0.71
22248, 0.45
22249, 0.42
22250, 0.31
22251, 0.18
22252, 0.73
22253, 0.37
22254, 0.25
22255, 0.16
22256, 0.28
22257, 0.40
22258, 0.23
22259, 0.26
22260, 0.58
22261, 0.53
22262, 0.19
22263, 0.26
22264, 0.32
22265, 0.38
22266, 0.24
22267, 0.44
22268, 0.25
22269, 0.34
22270, 0.72
22271, 0.40
22272, 0.36
22273, 0.46
22274, 0.39
22275, 0.26
22276, 0.40
22277, 0.20
22278, 0.45
22279, 0.59
22280, 0.48
22281, 0.23
22282, 0.27
22283, 0.38
22284, 0.28
22285, 0.20
22286, 0.26
22287, 0.27
22288, 0.25
22289, 0.22
22290, 0.30
22291, 0.29
22292, 0.18
22293, 0.75
22294, 0.17
22295, 0.30
22296, 0.31
22297, 0.31
22298, 0.34
22299, 0.32
22300, 0.29
22301, 0.35
22302, 0.33
22303, 0.41
22304, 0.61
22305, 0.35
22306, 0.33
22307, 0.17
22308, 0.20
22309, 0.20
22310, 0.34
22311, 0.20
22312, 0.16
22313, 0.23
22314, 0.31
22315, 0.33
22316, 0.35
22317, 0.36
22318, 0.33
22319, 0.50
22320, 0.31
22321, 0.21
22322, 0.30
22323, 0.26
22324, 0.28
22325, 0.30
22326, 0.23
22327, 0.61
22328, 0.73
22329, 0.36
22330, 0.32
22331, 0.32
22332, 0.59
22333, 0.31
22334, 0.54
22335, 0.23
22336, 0.24
22337, 0.33
22338, 0.25
22339, 0.34
22340, 0.29
22341, 0.30
22342, 0.26
22343, 0.27
22344, 0.29
22345, 0.26
22346, 0.45
22347, 0.23
22348, 0.37
22349, 0.59
22350, 0.41
22351, 0.33
22352, 0.27
22353, 0.30
22354, 0.42
22355, 0.22
22356, 0.41
22357, 0.30
22358, 0.64
22359, 0.29
22360, 0.25
22361, 0.40
22362, 0.29
22363, 0.18
22364, 0.24
22365, 0.29
22366, 0.31
22367, 0.25
22368, 0.39
22369, 0.45
22370, 0.35
22371, 0.56
22372, 0.36
22373, 0.20
22374, 0.42
22375, 0.25
22376, 0.60
22377, 0.46
22378, 0.27
22379, 0.20
22380, 0.22
22381, 0.41
22382, 0.22
22383, 0.72
22384, 0.28
22385, 0.48
22386, 0.53
22387, 0.52
22388, 0.21
22389, 0.23
22390, 0.30
22391, 0.33
22392, 0.40
22393, 0.23
22394, 0.22
22395, 0.22
22396, 0.36
22397, 0.71
22398, 0.31
22399, 0.23
22400, 0.22
22401, 0.25
22402, 0.21
22403, 0.28
22404, 0.29
22405, 0.34
22406, 0.20
22407, 0.22
22408, 0.22
22409, 0.22
22410, 0.22
22411, 0.42
22412, 0.67
22413, 0.22
22414, 0.18
22415, 0.41
22416, 0.20
22417, 0.66
22418, 0.19
22419, 0.24
22420, 0.67
22421, 0.22
22422, 0.17
22423, 0.20
22424, 0.21
22425, 0.35
22426, 0.37
22427, 0.20
22428, 0.20
22429, 0.24
22430, 0.32
22431, 0.24
22432, 0.23
22433, 0.28
22434, 0.27
22435, 0.60
22436, 0.23
22437, 0.20
22438, 0.66
22439, 0.40
22440, 0.39
22441, 0.55
22442, 0.16
22443, 0.74
22444, 0.30
22445, 0.20
22446, 0.25
22447, 0.35
22448, 0.27
22449, 0.27
22450, 0.37
22451, 0.19
22452, 0.55
22453, 0.47
22454, 0.63
22455, 0.28
22456, 0.45
22457, 0.20
22458, 0.29
22459, 0.59
22460, 0.32
22461, 0.27
22462, 0.26
22463, 0.27
22464, 0.54
22465, 0.29
22466, 0.33
22467, 0.47
22468, 0.59
22469, 0.58
22470, 0.23
22471, 0.32
22472, 0.18
22473, 0.74
22474, 0.50
22475, 0.38
22476, 0.67
22477, 0.21
22478, 0.31
22479, 0.34
22480, 0.22
22481, 0.21
22482, 0.57
22483, 0.57
22484, 0.31
22485, 0.17
22486, 0.32
22487, 0.43
22488, 0.49
22489, 0.29
22490, 0.32
22491, 0.28
22492, 0.17
22493, 0.27
22494, 0.18
22495, 0.32
22496, 0.38
22497, 0.21
22498, 0.38
22499, 0.21
22500, 0.43
22501, 0.20
22502, 0.18
22503, 0.21
22504, 0.55
22505, 0.29
22506, 0.38
22507, 0.46
22508, 0.36
22509, 0.40
22510, 0.45
22511, 0.21
22512, 0.51
22513, 0.30
22514, 0.44
22515, 0.26
22516, 0.33
22517, 0.24
22518, 0.25
22519, 0.62
22520, 0.48
22521, 0.65
22522, 0.34
22523, 0.22
22524, 0.38
22525, 0.41
22526, 0.42
22527, 0.55
22528, 0.65
22529, 0.19
22530, 0.52
22531, 0.27
22532, 0.32
22533, 0.40
22534, 0.34
22535, 0.24
22536, 0.29
22537, 0.31
22538, 0.26
22539, 0.27
22540, 0.40
22541, 0.18
22542, 0.42
22543, 0.23
22544, 0.36
22545, 0.26
22546, 0.23
22547, 0.21
22548, 0.32
22549, 0.26
22550, 0.32
22551, 0.64
22552, 0.31
22553, 0.38
22554, 0.35
22555, 0.47
22556, 0.21
22557, 0.21
22558, 0.15
22559, 0.34
22560, 0.39
22561, 0.31
22562, 0.22
22563, 0.28
22564, 0.48
22565, 0.33
22566, 0.25
22567, 0.27
22568, 0.68
22569, 0.35
22570, 0.23
22571, 0.33
22572, 0.53
22573, 0.62
22574, 0.37
22575, 0.23
22576, 0.41
22577, 0.54
22578, 0.23
22579, 0.64
22580, 0.19
22581, 0.45
22582, 0.22
22583, 0.18
22584, 0.25
22585, 0.28
22586, 0.64
22587, 0.26
22588, 0.25
22589, 0.65
22590, 0.24
22591, 0.36
22592, 0.22
22593, 0.32
22594, 0.34
22595, 0.41
22596, 0.18
22597, 0.49
22598, 0.27
22599, 0.25
22600, 0.74
22601, 0.29
22602, 0.23
22603, 0.33
22604, 0.22
22605, 0.42
22606, 0.27
22607, 0.30
22608, 0.19
22609, 0.28
22610, 0.73
22611, 0.31
22612, 0.37
22613, 0.64
22614, 0.22
22615, 0.58
22616, 0.41
22617, 0.28
22618, 0.34
22619, 0.23
22620, 0.64
22621, 0.36
22622, 0.21
22623, 0.28
22624, 0.24
22625, 0.23
22626, 0.62
22627, 0.43
22628, 0.19
22629, 0.38
22630, 0.58
22631, 0.54
22632, 0.47
22633, 0.19
22634, 0.23
22635, 0.30
22636, 0.31
22637, 0.17
22638, 0.25
22639, 0.26
22640, 0.45
22641, 0.32
22642, 0.73
22643, 0.48
22644, 0.31
22645, 0.21
22646, 0.58
22647, 0.23
22648, 0.25
22649, 0.26
22650, 0.47
22651, 0.25
22652, 0.33
22653, 0.46
22654, 0.22
22655, 0.30
22656, 0.22
22657, 0.44
22658, 0.27
22659, 0.38
22660, 0.29
22661, 0.31
22662, 0.22
22663, 0.30
22664, 0.48
22665, 0.32
22666, 0.70
22667, 0.29
22668, 0.31
22669, 0.60
22670, 0.19
22671, 0.28
22672, 0.20
22673, 0.20
22674, 0.46
22675, 0.17
22676, 0.39
22677, 0.71
22678, 0.24
22679, 0.27
22680, 0.34
22681, 0.20
22682, 0.74
22683, 0.26
22684, 0.41
22685, 0.25
22686, 0.29
22687, 0.27
22688, 0.19
22689, 0.16
22690, 0.46
22691, 0.24
22692, 0.34
22693, 0.34
22694, 0.19
22695, 0.28
22696, 0.25
22697, 0.49
22698, 0.30
22699, 0.19
22700, 0.34
22701, 0.60
22702, 0.18
22703, 0.33
22704, 0.17
22705, 0.21
22706, 0.21
22707, 0.39
22708, 0.28
22709, 0.21
22710, 0.19
22711, 0.29
22712, 0.58
22713, 0.46
22714, 0.46
22715, 0.70
22716, 0.28
22717, 0.23
22718, 0.54
22719, 0.36
22720, 0.23
22721, 0.33
22722, 0.26
22723, 0.23
22724, 0.21
22725, 0.17
22726, 0.23
22727, 0.43
22728, 0.38
22729, 0.18
22730, 0.57
22731, 0.25
22732, 0.38
22733, 0.30
22734, 0.35
22735, 0.56
22736, 0.24
22737, 0.34
22738, 0.56
22739, 0.33
22740, 0.35
22741, 0.40
22742, 0.30
22743, 0.39
22744, 0.39
22745, 0.44
22746, 0.35
22747, 0.53
22748, 0.21
22749, 0.23
22750, 0.30
22751, 0.41
22752, 0.23
22753, 0.43
22754, 0.29
22755, 0.44
22756, 0.48
22757, 0.26
22758, 0.41
22759, 0.21
22760, 0.62
22761, 0.23
22762, 0.24
22763, 0.41
22764, 0.30
22765, 0.21
22766, 0.64
22767, 0.32
22768, 0.24
22769, 0.36
22770, 0.54
22771, 0.22
22772, 0.34
22773, 0.37
22774, 0.33
22775, 0.18
22776, 0.27
22777, 0.34
22778, 0.34
22779, 0.37
22780, 0.33
22781, 0.42
22782, 0.20
22783, 0.29
22784, 0.32
22785, 0.53
22786, 0.35
22787, 0.19
22788, 0.25
22789, 0.27
22790, 0.53
22791, 0.28
22792, 0.40
22793, 0.32
22794, 0.29
22795, 0.17
22796, 0.30
22797, 0.29
22798, 0.27
22799, 0.26
22800, 0.59
22801, 0.25
22802, 0.38
22803, 0.25
22804, 0.31
22805, 0.23
22806, 0.27
22807, 0.22
22808, 0.27
22809, 0.29
22810, 0.61
22811, 0.30
22812, 0.29
22813, 0.38
22814, 0.22
22815, 0.36
22816, 0.30
22817, 0.29
22818, 0.34
22819, 0.22
22820, 0.20
22821, 0.21
22822, 0.21
22823, 0.31
22824, 0.22
22825, 0.58
22826, 0.26
22827, 0.71
22828, 0.49
22829, 0.27
22830, 0.31
22831, 0.41
22832, 0.26
22833, 0.34
22834, 0.46
22835, 0.40
22836, 0.18
22837, 0.51
22838, 0.27
22839, 0.32
22840, 0.37
22841, 0.24
22842, 0.54
22843, 0.23
22844, 0.45
22845, 0.44
22846, 0.31
22847, 0.27
22848, 0.21
22849, 0.20
22850, 0.41
22851, 0.26
22852, 0.28
22853, 0.71
22854, 0.28
22855, 0.20
22856, 0.21
22857, 0.45
22858, 0.30
22859, 0.54
22860, 0.44
22861, 0.26
22862, 0.31
22863, 0.24
22864, 0.22
22865, 0.20
22866, 0.30
22867, 0.52
22868, 0.55
22869, 0.59
22870, 0.17
22871, 0.24
22872, 0.19
22873, 0.65
22874, 0.40
22875, 0.44
22876, 0.22
22877, 0.42
22878, 0.28
22879, 0.26
22880, 0.41
22881, 0.32
22882, 0.35
22883, 0.25
22884, 0.21
22885, 0.36
22886, 0.19
22887, 0.23
22888, 0.23
22889, 0.29
22890, 0.17
22891, 0.26
22892, 0.18
22893, 0.31
22894, 0.22
22895, 0.25
22896, 0.53
22897, 0.28
22898, 0.44
22899, 0.30
22900, 0.63
22901, 0.47
22902, 0.30
22903, 0.35
22904, 0.23
22905, 0.53
22906, 0.32
22907, 0.48
22908, 0.38
22909, 0.34
22910, 0.41
22911, 0.21
22912, 0.19
22913, 0.37
22914, 0.54
22915, 0.19
22916, 0.34
22917, 0.19
22918, 0.20
22919, 0.22
22920, 0.20
22921, 0.24
22922, 0.17
22923, 0.49
22924, 0.28
22925, 0.22
22926, 0.54
22927, 0.64
22928, 0.24
22929, 0.59
22930, 0.42
22931, 0.24
22932, 0.25
22933, 0.35
22934, 0.30
22935, 0.16
22936, 0.32
22937, 0.39
22938, 0.22
22939, 0.59
22940, 0.49
22941, 0.26
22942, 0.19
22943, 0.31
22944, 0.34
22945, 0.34
22946, 0.37
22947, 0.33
22948, 0.32
22949, 0.29
22950, 0.59
22951, 0.40
22952, 0.55
22953, 0.52
22954, 0.30
22955, 0.26
22956, 0.38
22957, 0.52
22958, 0.23
22959, 0.36
22960, 0.24
22961, 0.48
22962, 0.40
22963, 0.70
22964, 0.38
22965, 0.33
22966, 0.40
22967, 0.37
22968, 0.39
22969, 0.38
22970, 0.30
22971, 0.36
22972, 0.39
22973, 0.33
22974, 0.38
22975, 0.21
22976, 0.33
22977, 0.20
22978, 0.30
22979, 0.30
22980, 0.19
22981, 0.22
22982, 0.22
22983, 0.40
22984, 0.21
22985, 0.37
22986, 0.64
22987, 0.19
22988, 0.33
22989, 0.33
22990, 0.48
22991, 0.22
22992, 0.40
22993, 0.20
22994, 0.27
22995, 0.59
22996, 0.27
22997, 0.57
22998, 0.58
22999, 0.46
23000, 0.36
23001, 0.23
23002, 0.53
23003, 0.23
23004, 0.29
23005, 0.30
23006, 0.21
23007, 0.19
23008, 0.29
23009, 0.47
23010, 0.19
23011, 0.21
23012, 0.44
23013, 0.26
23014, 0.57
23015, 0.76
23016, 0.57
23017, 0.44
23018, 0.54
23019, 0.55
23020, 0.46
23021, 0.20
23022, 0.26
23023, 0.25
23024, 0.26
23025, 0.24
23026, 0.64
23027, 0.27
23028, 0.24
23029, 0.31
23030, 0.28
23031, 0.38
23032, 0.33
23033, 0.21
23034, 0.34
23035, 0.18
23036, 0.43
23037, 0.37
23038, 0.49
23039, 0.48
23040, 0.66
23041, 0.70
23042, 0.23
23043, 0.41
23044, 0.37
23045, 0.28
23046, 0.40
23047, 0.29
23048, 0.19
23049, 0.29
23050, 0.51
23051, 0.56
23052, 0.25
23053, 0.26
23054, 0.71
23055, 0.18
23056, 0.19
23057, 0.43
23058, 0.29
23059, 0.20
23060, 0.37
23061, 0.47
23062, 0.50
23063, 0.57
23064, 0.18
23065, 0.23
23066, 0.42
23067, 0.27
23068, 0.64
23069, 0.28
23070, 0.24
23071, 0.36
23072, 0.24
23073, 0.35
23074, 0.33
23075, 0.36
23076, 0.36
23077, 0.20
23078, 0.40
23079, 0.38
23080, 0.53
23081, 0.48
23082, 0.22
23083, 0.23
23084, 0.28
23085, 0.30
23086, 0.21
23087, 0.33
23088, 0.24
23089, 0.55
23090, 0.73
23091, 0.42
23092, 0.53
23093, 0.30
23094, 0.20
23095, 0.40
23096, 0.21
23097, 0.20
23098, 0.23
23099, 0.50
23100, 0.34
23101, 0.38
23102, 0.24
23103, 0.22
23104, 0.24
23105, 0.25
23106, 0.28
23107, 0.38
23108, 0.36
23109, 0.35
23110, 0.33
23111, 0.35
23112, 0.35
23113, 0.27
23114, 0.29
23115, 0.26
23116, 0.73
23117, 0.19
23118, 0.72
23119, 0.35
23120, 0.41
23121, 0.71
23122, 0.40
23123, 0.51
23124, 0.24
23125, 0.17
23126, 0.27
23127, 0.28
23128, 0.44
23129, 0.34
23130, 0.25
23131, 0.38
23132, 0.26
23133, 0.27
23134, 0.55
23135, 0.51
23136, 0.36
23137, 0.22
23138, 0.19
23139, 0.34
23140, 0.20
23141, 0.32
23142, 0.32
23143, 0.41
23144, 0.16
23145, 0.27
23146, 0.72
23147, 0.41
23148, 0.35
23149, 0.50
23150, 0.24
23151, 0.32
23152, 0.23
23153, 0.25
23154, 0.34
23155, 0.17
23156, 0.25
23157, 0.60
23158, 0.24
23159, 0.22
23160, 0.70
23161, 0.31
23162, 0.18
23163, 0.18
23164, 0.19
23165, 0.21
23166, 0.39
23167, 0.54
23168, 0.27
23169, 0.24
23170, 0.36
23171, 0.27
23172, 0.38
23173, 0.21
23174, 0.25
23175, 0.73
23176, 0.42
23177, 0.16
23178, 0.38
23179, 0.56
23180, 0.19
23181, 0.38
23182, 0.21
23183, 0.18
23184, 0.34
23185, 0.22
23186, 0.31
23187, 0.32
23188, 0.38
23189, 0.27
23190, 0.23
23191, 0.23
23192, 0.23
23193, 0.40
23194, 0.40
23195, 0.40
23196, 0.30
23197, 0.26
23198, 0.23
23199, 0.40
23200, 0.26
23201, 0.24
23202, 0.44
23203, 0.37
23204, 0.44
23205, 0.45
23206, 0.21
23207, 0.73
23208, 0.57
23209, 0.41
23210, 0.30
23211, 0.35
23212, 0.35
23213, 0.22
23214, 0.67
23215, 0.33
23216, 0.32
23217, 0.41
23218, 0.41
23219, 0.19
23220, 0.41
23221, 0.61
23222, 0.23
23223, 0.39
23224, 0.18
23225, 0.31
23226, 0.30
23227, 0.39
23228, 0.41
23229, 0.19
23230, 0.31
23231, 0.58
23232, 0.53
23233, 0.28
23234, 0.30
23235, 0.29
23236, 0.38
23237, 0.30
23238, 0.36
23239, 0.17
23240, 0.48
23241, 0.37
23242, 0.29
23243, 0.67
23244, 0.18
23245, 0.58
23246, 0.31
23247, 0.58
23248, 0.17
23249, 0.74
23250, 0.30
23251, 0.40
23252, 0.48
23253, 0.43
23254, 0.18
23255, 0.36
23256, 0.34
23257, 0.35
23258, 0.40
23259, 0.22
23260, 0.47
23261, 0.45
23262, 0.24
23263, 0.30
23264, 0.24
23265, 0.23
23266, 0.33
23267, 0.28
23268, 0.21
23269, 0.71
23270, 0.17
23271, 0.19
23272, 0.72
23273, 0.27
23274, 0.23
23275, 0.39
23276, 0.36
23277, 0.40
23278, 0.29
23279, 0.23
23280, 0.43
23281, 0.22
23282, 0.24
23283, 0.38
23284, 0.33
23285, 0.35
23286, 0.32
23287, 0.22
23288, 0.33
23289, 0.19
23290, 0.56
23291, 0.63
23292, 0.31
23293, 0.27
23294, 0.19
23295, 0.32
23296, 0.30
23297, 0.33
23298, 0.19
23299, 0.32
23300, 0.36
23301, 0.75
23302, 0.27
23303, 0.22
23304, 0.27
23305, 0.34
23306, 0.30
23307, 0.31
23308, 0.44
23309, 0.18
23310, 0.22
23311, 0.73
23312, 0.20
23313, 0.25
23314, 0.18
23315, 0.37
23316, 0.23
23317, 0.28
23318, 0.50
23319, 0.30
23320, 0.21
23321, 0.20
23322, 0.19
23323, 0.24
23324, 0.43
23325, 0.27
23326, 0.29
23327, 0.23
23328, 0.32
23329, 0.25
23330, 0.71
23331, 0.26
23332, 0.25
23333, 0.44
23334, 0.26
23335, 0.20
23336, 0.33
23337, 0.70
23338, 0.37
23339, 0.27
23340, 0.33
23341, 0.18
23342, 0.53
23343, 0.25
23344, 0.25
23345, 0.42
23346, 0.29
23347, 0.32
23348, 0.25
23349, 0.32
23350, 0.17
23351, 0.36
23352, 0.41
23353, 0.18
23354, 0.42
23355, 0.24
23356, 0.22
23357, 0.34
23358, 0.49
23359, 0.34
23360, 0.29
23361, 0.23
23362, 0.25
23363, 0.39
23364, 0.21
23365, 0.50
23366, 0.21
23367, 0.23
23368, 0.22
23369, 0.25
23370, 0.28
23371, 0.22
23372, 0.22
23373, 0.17
23374, 0.33
23375, 0.50
23376, 0.30
23377, 0.27
23378, 0.26
23379, 0.31
23380, 0.31
23381, 0.38
23382, 0.29
23383, 0.56
23384, 0.28
23385, 0.60
23386, 0.22
23387, 0.30
23388, 0.23
23389, 0.57
23390, 0.16
23391, 0.37
23392, 0.26
23393, 0.19
23394, 0.33
23395, 0.28
23396, 0.21
23397, 0.40
23398, 0.17
23399, 0.35
23400, 0.26
23401, 0.49
23402, 0.31
23403, 0.41
23404, 0.46
23405, 0.49
23406, 0.19
23407, 0.27
23408, 0.40
23409, 0.25
23410, 0.40
23411, 0.29
23412, 0.27
23413, 0.28
23414, 0.25
23415, 0.20
23416, 0.52
23417, 0.44
23418, 0.23
23419, 0.58
23420, 0.29
23421, 0.18
23422, 0.53
23423, 0.27
23424, 0.56
23425, 0.30
23426, 0.38
23427, 0.23
23428, 0.46
23429, 0.35
23430, 0.24
23431, 0.20
23432, 0.25
23433, 0.30
23434, 0.21
23435, 0.46
23436, 0.38
23437, 0.72
23438, 0.24
23439, 0.27
23440, 0.71
23441, 0.33
23442, 0.25
23443, 0.42
23444, 0.34
23445, 0.20
23446, 0.35
23447, 0.22
23448, 0.45
23449, 0.32
23450, 0.16
23451, 0.23
23452, 0.36
23453, 0.39
23454, 0.38
23455, 0.23
23456, 0.26
23457, 0.25
23458, 0.61
23459, 0.36
23460, 0.24
23461, 0.29
23462, 0.22
23463, 0.39
23464, 0.42
23465, 0.44
23466, 0.26
23467, 0.46
23468, 0.43
23469, 0.69
23470, 0.41
23471, 0.34
23472, 0.28
23473, 0.43
23474, 0.41
23475, 0.18
23476, 0.36
23477, 0.31
23478, 0.51
23479, 0.19
23480, 0.36
23481, 0.44
23482, 0.37
23483, 0.47
23484, 0.25
23485, 0.57
23486, 0.55
23487, 0.32
23488, 0.33
23489, 0.42
23490, 0.29
23491, 0.38
23492, 0.19
23493, 0.32
23494, 0.33
23495, 0.22
23496, 0.25
23497, 0.39
23498, 0.24
23499, 0.27
23500, 0.50
23501, 0.74
23502, 0.39
23503, 0.53
23504, 0.22
23505, 0.22
23506, 0.43
23507, 0.45
23508, 0.23
23509, 0.24
23510, 0.27
23511, 0.50
23512, 0.51
23513, 0.27
23514, 0.33
23515, 0.22
23516, 0.26
23517, 0.43
23518, 0.53
23519, 0.33
23520, 0.45
23521, 0.34
23522, 0.66
23523, 0.25
23524, 0.31
23525, 0.63
23526, 0.47
23527, 0.46
23528, 0.28
23529, 0.32
23530, 0.46
23531, 0.25
23532, 0.42
23533, 0.43
23534, 0.26
23535, 0.42
23536, 0.33
23537, 0.24
23538, 0.31
23539, 0.65
23540, 0.38
23541, 0.24
23542, 0.29
23543, 0.24
23544, 0.36
23545, 0.57
23546, 0.39
23547, 0.45
23548, 0.20
23549, 0.35
23550, 0.17
23551, 0.41
23552, 0.30
23553, 0.30
23554, 0.20
23555, 0.33
23556, 0.22
23557, 0.43
23558, 0.23
23559, 0.69
23560, 0.23
23561, 0.46
23562, 0.69
23563, 0.35
23564, 0.54
23565, 0.38
23566, 0.20
23567, 0.20
23568, 0.21
23569, 0.36
23570, 0.25
23571, 0.25
23572, 0.20
23573, 0.19
23574, 0.32
23575, 0.22
23576, 0.21
23577, 0.39
23578, 0.25
23579, 0.42
23580, 0.27
23581, 0.44
23582, 0.36
23583, 0.55
23584, 0.31
23585, 0.66
23586, 0.33
23587, 0.48
23588, 0.31
23589, 0.26
23590, 0.32
23591, 0.25
23592, 0.36
23593, 0.40
23594, 0.37
23595, 0.36
23596, 0.22
23597, 0.36
23598, 0.45
23599, 0.24
23600, 0.44
23601, 0.29
23602, 0.25
23603, 0.14
23604, 0.46
23605, 0.47
23606, 0.45
23607, 0.30
23608, 0.34
23609, 0.39
23610, 0.55
23611, 0.73
23612, 0.25
23613, 0.32
23614, 0.32
23615, 0.24
23616, 0.54
23617, 0.25
23618, 0.29
23619, 0.46
